created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Aug 01 23:25:39 +0000 2023;1686518583835107328;"Will someone please get David Grusch in a SCIF.   #ufotwitter #ufos #ufo #ufox #uap https://t.co/9MgDX1x3ik";6;50;100;734;en;21799800;1686518583835107328;MikeColangelo;https://twitter.com/MikeColangelo/status/1686518583835107328
Tue Aug 01 22:34:21 +0000 2023;1686505676359561216;"David Grusch told Liberation Times:  “Congressman Turner has not followed up with me, and based on his public statements, it appears he has not asked for a briefing on my testimony or has failed to ask the Intelligence Community’s Inspector General for more information.”…";5;8;52;302;en;1185041991614291969;1686505676359561216;Brodawg42;https://twitter.com/Brodawg42/status/1686505676359561216
Tue Aug 01 21:55:56 +0000 2023;1686496005804486656;"David Grusch responds to Rep. Mike Turner’s comments on Fox News characterizing him as “somebody who comes forward and testifies about things that they don't know anything about.”  Grusch’s exclusive statement obtained by @ChrisUKSharp  https://t.co/YCYPpfEAWb  #ufotwitter #ufo https://t.co/ZRxoPzI3XM";9;37;187;723;en;1408270506894188545;1686496005804486656;UAPJames;https://twitter.com/UAPJames/status/1686496005804486656
Tue Aug 01 21:30:58 +0000 2023;1686489725597634560;"David Grusch told Liberation Times:  “Congressman Turner has not followed up with me, and based on his public statements, it appears he has not asked for a briefing on my testimony or has failed to ask the Intelligence Community’s Inspector General for more information.”";14;50;164;710;en;1518261293807030275;1686489725597634560;ChrisUKSharp;https://twitter.com/ChrisUKSharp/status/1686489725597634560
Tue Aug 01 21:09:18 +0000 2023;1686484271329050628;"The late Nat Kobitz... a key figure in the David Grusch story.  From Ross Coulthart's In Plain Sight: "I listened enthralled for an hour as he [Kobitz] told me the history of his US Navy R&amp D work. Kobitz was a navy defense aerospace legend, honored for his distinguished service.… https://t.co/Vhbq9h8oXu";1;3;34;139;en;1449570612;1686484271329050628;planethunter56;https://twitter.com/planethunter56/status/1686484271329050628
Tue Aug 01 21:01:04 +0000 2023;1686482201397837824;"Poor Jimmy couldn’t take the 33K views on my comment on his thread I made against his scathing and disrespectful / disgusting remark regarding David Grusch’s appearance at the hearing.   I don’t tolerate bullies or pig headed ego centric young lads who disrespect the autistic… https://t.co/CaT4TQZ8kg";3;93;25;450;en;1441460597531418624;1686482201397837824;RobertESheridan;https://twitter.com/RobertESheridan/status/1686482201397837824
Tue Aug 01 20:18:28 +0000 2023;1686471480521945089;"Rep. Anna Paulina Luna says the HOC is requesting the “bombshell” Inspector General report that David Grusch testified to.  “I want to see names, documentation, images and footage. According to what Grusch says and what I have seen, that exists. So let's try to declassify it.”… https://t.co/omYGIRCfIR";12;37;159;956;en;1408270506894188545;1686471480521945089;UAPJames;https://twitter.com/UAPJames/status/1686471480521945089
Tue Aug 01 19:12:45 +0000 2023;1686454939755626510;"Breaking Points @esaagar and @krystalball cover the latest bizarre letter by Dr Kirkpatrick in response to UFO whistleblower David Grusch. Great segment!   H/T @devgru1980mi https://t.co/Sh2mdAdgI8";3;5;43;172;en;4639346117;1686454939755626510;HighPeaks77;https://twitter.com/HighPeaks77/status/1686454939755626510
Tue Aug 01 18:20:07 +0000 2023;1686441697037975552;"Agree. ANYBODY, including @vermontgmg, who reports on David Grusch and his second hand allegations, is leaving out an incredibly important aspect of this story. At least mention that @marcorubio, the vice chairman of the SSCI, had this exchange with @JoeKhalilTV:  Khalil: I'm…";1;9;26;122;en;1350189436819017728;1686441697037975552;TheUfoJoe;https://twitter.com/TheUfoJoe/status/1686441697037975552
Tue Aug 01 18:11:55 +0000 2023;1686439632052105216;"This is a comprehensive article on not only David Grusch and the UFO hearings, but also provides a nice summary of the Varginha incident as seen in "Moment of Contact".  The article includes some quotes that are always compelling to read about, and which were included in the film… https://t.co/mzoQp1Az7f";0;9;20;134;en;1449570612;1686439632052105216;planethunter56;https://twitter.com/planethunter56/status/1686439632052105216
Tue Aug 01 17:26:42 +0000 2023;1686428254679474176;""UFO whistleblower" David Grusch got his Colorado real estate license in January 2021. Also in January 2021, some important things happened in the UFO world.  The below is all publicly-available information.  When I first called David Grusch on May 26, 2023 (he hung up on me), he… https://t.co/BYuDOkeFuE";9;227;33;199;en;20652877;1686428254679474176;MiddleOfMayhem;https://twitter.com/MiddleOfMayhem/status/1686428254679474176
Tue Aug 01 17:08:32 +0000 2023;1686423682804289536;"This is why the GQP hosted fake UFO “whistleblower” David Grusch who claims that Mussolini shot down a UFO in 1933 and Pope Pius XII conspired with the US Government to send the spaceship and the dead aliens to Area 51 after WWII.  It’s all broken glass for your brain to digest.";1;11;34;114;en;256154569;1686423682804289536;jimstewartson;https://twitter.com/jimstewartson/status/1686423682804289536
Tue Aug 01 17:05:00 +0000 2023;1686422793527742479;"https://t.co/wXh738IpOa David Grusch, a former military intelligence officer, told a House Oversight subcommittee that all those stories you’ve read on the internet are true: The government has debris collected from crashed alien spacecraft. But where is the evidence? It’s MIA.";10;70;22;129;en;34554134;1686422793527742479;SETIInstitute;https://twitter.com/SETIInstitute/status/1686422793527742479
Tue Aug 01 16:48:11 +0000 2023;1686418559445159936;"In the hearing, David Grusch wouldn't explain the tricks used to funnel money into these unreported/hidden UAP programs but said he'd share those details in a closed setting. Here's what I was told about that in 2020 from a government insider, and I wrote about it in my W/D… https://t.co/jBonjzgm8L";7;41;104;468;en;1350189436819017728;1686418559445159936;TheUfoJoe;https://twitter.com/TheUfoJoe/status/1686418559445159936
Tue Aug 01 16:17:11 +0000 2023;1686410756877643777;"On the one hand, this topic is finally being covered in mainstream media, and that should be celebrated. Still, the ease with which people like this just flatly state that they don't believe David Grusch's claims, despite his clear bonafides, just shows - again - how sloppy this…";0;21;12;120;en;1127680171883028481;1686410756877643777;ExoAcademian;https://twitter.com/ExoAcademian/status/1686410756877643777
Tue Aug 01 16:04:56 +0000 2023;1686407673925795840;"Dear Congressman @RepMikeTurner: I have direct knowledge that you have access to corroborating information about David Grusch’s allegations. So, why have you not been briefed by the HPSCI Staff Director, your own personal staffer, and GC’s - all of whom were in the SCIF for Mr.…";17;54;170;701;en;1296234783190597633;1686407673925795840;RogueUAPTF;https://twitter.com/RogueUAPTF/status/1686407673925795840
Tue Aug 01 15:44:13 +0000 2023;1686402464147193856;"What’s the deal with UFOs? The historical context of recent whistleblower claims  Interesting news segment and interview about the UFO hearing and David Grusch from PBS News Hour. Journalist and author Garrett Graff, shares his opinions about the situation.  Personally, I think… https://t.co/WUMqUI9ESH";4;29;41;202;en;21799800;1686402464147193856;MikeColangelo;https://twitter.com/MikeColangelo/status/1686402464147193856
Tue Aug 01 14:44:48 +0000 2023;1686387509981511680;"Multiple Legacy UFO Programs 🛸👽📄🕵️   George Knapp agrees that there are more than one UFO Legacy program. Knapp is not sure how many programs exist or existed but says he knows there is "a bunch of them", Knapp also says that even David Grusch probably doesn't know how many… https://t.co/61DHuhfB6l";7;21;90;374;en;21799800;1686387509981511680;MikeColangelo;https://twitter.com/MikeColangelo/status/1686387509981511680
Tue Aug 01 14:38:26 +0000 2023;1686385906398457859;"Mentioned in Grusch’s testimony was the U.S.’ “scooping up” of a craft from Italy in 1933, which Mussolini &amp  the Vatican assisted in covering up. The remains of the NHIs inside the “flying wing” shaped craft were described as human-like, w/ distinct differences  #UFOx #uap #NHI https://t.co/uYfl15rIOz";17;153;84;564;en;32130523;1686385906398457859;Munook;https://twitter.com/Munook/status/1686385906398457859
Tue Aug 01 14:36:28 +0000 2023;1686385414066896896;"Bizarre framing by the congressman.  To say whistleblower David Grusch knows nothing about the subject and only operated on hearsay? He interviewed dozens and saw documentation.  I get skepticism, but not the disingenuous sort. It gets us nowhere. https://t.co/h9OGIiW5lz";6;83;24;192;en;1481097259337109507;1686385414066896896;future_folklore;https://twitter.com/future_folklore/status/1686385414066896896
Tue Aug 01 14:02:03 +0000 2023;1686376751952535554;"Witnesses That Worked With Non-Human Craft 🛸  Ross Coulthart confirms again that he was talking to witnesses who had first hand experience with these alleged non-human craft before he met David Grusch.  Ross goes on to say that some of these witnesses were not told what they… https://t.co/n4bFTYEBVq";7;33;174;777;en;21799800;1686376751952535554;MikeColangelo;https://twitter.com/MikeColangelo/status/1686376751952535554
Tue Aug 01 13:53:32 +0000 2023;1686374607966617600;"To those who say David Grusch is not a direct witness to non human craft, listen to this:  “I have to be careful to describe what I have seen first hand, and not in this environment. But I can answer that question behind closed doors.” https://t.co/9EIPswvRBq";6;29;59;359;en;4639346117;1686374607966617600;HighPeaks77;https://twitter.com/HighPeaks77/status/1686374607966617600
Tue Aug 01 13:04:09 +0000 2023;1686362180092850177;"A very informative interview from those involved in David Grusch coming forward &amp  creation of the July 26 Congressional Hearing. We hear the back story about Grusch's testimony &amp  why he's the real deal rather than part of a psyop according to critics. https://t.co/90HH11QhYR";0;6;24;131;en;20247015;1686362180092850177;MichaelSalla;https://twitter.com/MichaelSalla/status/1686362180092850177
Tue Aug 01 10:48:31 +0000 2023;1686328045639004160;"How is it that Dr. Kirkpatrick, Director of the new All-Domain Anomaly Resolution Office (@dod_aaro), has not followed up with a single one of the 40 witnesses whistleblower David Grusch claims to have spoken with?  It’s an excellent question.  Here is an equally interesting fact…";26;103;232;1185;en;722781575763525634;1686328045639004160;morrell_daniels;https://twitter.com/morrell_daniels/status/1686328045639004160
Tue Aug 01 08:46:15 +0000 2023;1686297279471161344;"What is going on here, will they ask if the #Vatican assisted to remove a #UFO #UAP from #Italy that crashed in 1933 and was taken to America in 1944, a #DavidGrusch revelation in the @rosscoulthart #newsnation interview?  #ufoX #uapX #ufotwitter https://t.co/TwNAvHuesh";3;33;31;169;en;1015582776693870592;1686297279471161344;IWANTTOKNOWUK;https://twitter.com/IWANTTOKNOWUK/status/1686297279471161344
Tue Aug 01 06:02:27 +0000 2023;1686256053829177344;"Since the UAP hearing: Susan Gough, Sean Kirkpatrick and @RepMikeTurner have all tried to influence public opinion on the whistleblowers (including David Grusch) whilst an active IG/Congressional investigation is in action. #UFOTwitter  #EndUAPSecrecy    https://t.co/SSkPFPfn1B";5;17;58;209;en;1322518229735137285;1686256053829177344;AdamGoldsack;https://twitter.com/AdamGoldsack/status/1686256053829177344
Tue Aug 01 02:33:13 +0000 2023;1686203399765991426;"Prediction:  Ryan Graves will interview David Grusch on his amazing Merged Podcast in the next few weeks.";1;15;17;180;en;36464659;1686203399765991426;Docneuroeo;https://twitter.com/Docneuroeo/status/1686203399765991426
Mon Jul 31 19:59:59 +0000 2023;1686104438254243840;"If David Grusch’s recent claims during the House Hearing were false, the Pentagon would’ve already responded with:  “Conspiracy theories about a Coverup of the existence of ETs or NHIs are damaging to Americans’ trust in their institutions.”  They’ve said nothing of the sort.";2;17;39;246;en;1525257959965487104;1686104438254243840;BrianJo78940026;https://twitter.com/BrianJo78940026/status/1686104438254243840
Mon Jul 31 19:26:31 +0000 2023;1686096019430182912;"Sen. Kirsten Gillibrand (July 26, 2023): "He [AARO Director Sean Kirkpatrick] is trying to interview all the people who would know anything about any past [UAP] programs...I've asked for a meeting [with David Grusch]... and I've asked for Dr. Kirkpatrick to meet with him, too."";0;17;20;138;en;1311271206;1686096019430182912;ddeanjohnson;https://twitter.com/ddeanjohnson/status/1686096019430182912
Mon Jul 31 18:42:49 +0000 2023;1686085021206011904;"Senator Gillibrand wants to meet with David Grusch.";3;13;22;153;en;4639346117;1686085021206011904;HighPeaks77;https://twitter.com/HighPeaks77/status/1686085021206011904
Mon Jul 31 18:35:27 +0000 2023;1686083165922742273;"NEW:   EXCLUSIVE: Sen. @gillibrandny has asked AARO director to meet with UFO whistleblower David Grusch https://t.co/S9LOVcaWFz https://t.co/bh0vqvECOe";47;72;144;607;en;1673101773182054400;1686083165922742273;ask_a_pol;https://twitter.com/ask_a_pol/status/1686083165922742273
Mon Jul 31 18:16:00 +0000 2023;1686078272751222811;"Great to see members of Congress uploading videos and talking about the UFO hearing.  - Ryan Graves didn't record the famous gimbal video - David Grusch also said he saw photos.  #ufotwitter #ufoX #ufos #uap #ufo";0;5;30;160;en;21799800;1686078272751222811;MikeColangelo;https://twitter.com/MikeColangelo/status/1686078272751222811
Mon Jul 31 18:02:30 +0000 2023;1686074875968962577;"Burchett: "Staff members told us that David Grusch wasn't reliable." He goes on to suggest members of congress were in bed with DOD contractors &amp  may have been compromised by overseas honey pot situations.  #ufotwitter #ufox #uapx https://t.co/sPWCNMnQQm";9;51;59;324;en;896437240632557572;1686074875968962577;Go_Kick_Rocks88;https://twitter.com/Go_Kick_Rocks88/status/1686074875968962577
Mon Jul 31 17:55:57 +0000 2023;1686073224260423680;"I just spoke with a staffer of Mike Turner. Here is the message I shared:  "I urge Mr. Turner to have a conversation with the Inspector General of the IC. I am disappointed by his response to whistleblower David Grusch's claims. Mr. Turner's outright dismissive attitude towards…";4;15;35;211;en;1185041991614291969;1686073224260423680;Brodawg42;https://twitter.com/Brodawg42/status/1686073224260423680
Mon Jul 31 17:28:55 +0000 2023;1686066423158689792;""We take the UAP issue seriously" - U.S. Congress  "We have non-human craft and biologics." - David Grusch  "It's time for August recess, see you mid September." - U.S. Congress  #ufotwitter #ufoX #ufo #uap #ufos";4;50;68;582;en;21799800;1686066423158689792;MikeColangelo;https://twitter.com/MikeColangelo/status/1686066423158689792
Mon Jul 31 16:24:16 +0000 2023;1686050154829299730;"Senator Gillibrand comments on UFO Whistleblower David Grusch last Thursday  "I've read all the testimony and I know what the nature of all the allegations are. And they are very serious allegations that we have to get to the bottom of."  H/T @VaughnEGolden   @gillibrandny https://t.co/afCJiiCC8K";6;34;117;560;en;4639346117;1686050154829299730;HighPeaks77;https://twitter.com/HighPeaks77/status/1686050154829299730
Mon Jul 31 16:09:57 +0000 2023;1686046550936461312;"The invitation is open. I would love to speak to David Grusch.";7;56;81;729;en;1002272583465734145;1686046550936461312;TOEwithCurt;https://twitter.com/TOEwithCurt/status/1686046550936461312
Mon Jul 31 16:05:27 +0000 2023;1686045419007254528;"May 26th: I called David Grusch to ask some questions. Grusch answered. I introduced myself. Grusch hung up on me.  June 5th: David Grusch's story was rushed into publication due to Grusch getting "threatening phone calls" and the worry that someone else might publish something… https://t.co/8ejYEv0OQJ";5;177;22;159;en;20652877;1686045419007254528;MiddleOfMayhem;https://twitter.com/MiddleOfMayhem/status/1686045419007254528
Mon Jul 31 15:11:08 +0000 2023;1686031748142968834;"It really is ironic how Kirkpatrick went after David Grusch the day before Whistleblower Appreciation Day.  Thank you Dave, and to all those who plan to come forward in the future.  You have more support than you know.  https://t.co/rQIHM3bRlQ";2;25;134;1114;en;4874646887;1686031748142968834;tinyklaus;https://twitter.com/tinyklaus/status/1686031748142968834
Mon Jul 31 13:21:44 +0000 2023;1686004219134775296;"Interesting take on the situation humanity faces re: non-human intelligence:  “For now, we humour David Grusch, as he expostulates about a massive UFO cover-up — because we don’t know how to answer the question of: If he’s right, what then?” https://t.co/mkWq2dK4VN";6;20;50;184;en;329909379;1686004219134775296;colmanjones;https://twitter.com/colmanjones/status/1686004219134775296
Mon Jul 31 12:58:23 +0000 2023;1685998339106426880;"This year is turning out to be an absolute game changer for the UAP topic. So much has happened since David Grusch went public. There is still so much ahead of us in the months to come imo.";3;8;20;122;en;4639346117;1685998339106426880;HighPeaks77;https://twitter.com/HighPeaks77/status/1685998339106426880
Mon Jul 31 12:48:52 +0000 2023;1685995945308073984;"UFO whistleblower David Grusch stated that he is aware of deaths due to knowledge and attempts to publicly expose the ET presence.  Quote from Grusch - " I directed people with that knowledge to the appropriate authorities.”  Some notable names that stand out from the list/image:… https://t.co/SrAJVevVht";7;59;93;469;en;1449570612;1685995945308073984;planethunter56;https://twitter.com/planethunter56/status/1685995945308073984
Mon Jul 31 11:56:37 +0000 2023;1685982794936098816;"For people that do not really understand the links between the congressional hearings on UAP and spooky stories from Skinwalker Ranch, this is Stratton, the former head of the UAP Task Force and David Grusch's senior officer on that team. He's talking about a shadow being. 😁👍";3;47;38;210;en;886453955563094016;1685982794936098816;GeologicalSETI;https://twitter.com/GeologicalSETI/status/1685982794936098816
Mon Jul 31 11:44:23 +0000 2023;1685979718183485440;"Back at work today and the first order of business in the Monday morning meeting was staff hounding me about David Grusch and the hearing!  Was gob smacked with the level of energy and interest by everyone. Apparently it’s all over tiktok.   One of my staff commented “you were…";2;25;24;367;en;1441460597531418624;1685979718183485440;RobertESheridan;https://twitter.com/RobertESheridan/status/1685979718183485440
Mon Jul 31 04:28:52 +0000 2023;1685870117895413760;"So what happens next on #UAPs after David Grusch's testimony to Congress? My take with @NewsNation's @BrianEntin on the chances of an inquisitorial public hearing... and why the hell doesn't @DoD_AARO have a phone number, website or email address?";13;100;284;1350;en;2346524875;1685870117895413760;rosscoulthart;https://twitter.com/rosscoulthart/status/1685870117895413760
Sun Jul 30 22:46:57 +0000 2023;1685784072449331200;"#ufoX  @jamescfox (Fox): "There are firsthand...firsthand witnesses watching to see how things go for David Grusch, and they're on the verge of coming forward. And they know exactly where these programs are taking place and where these crafts are being kept."  Shermer: "Does…";6;15;50;307;en;1350189436819017728;1685784072449331200;TheUfoJoe;https://twitter.com/TheUfoJoe/status/1685784072449331200
Sun Jul 30 20:36:23 +0000 2023;1685751210576363520;"Philip Corso ranked higher than David Grusch &amp  had higher security clearance &amp  told us about alien bodies and craft 25 years ago    #UFOtwitter #UAPtwitter #UFOsightings #UAPs #UFOs #UFOX #UAPX  @Akam1129 https://t.co/AvgykTdytI";6;36;104;578;en;1270266360;1685751210576363520;Unexplained2020;https://twitter.com/Unexplained2020/status/1685751210576363520
Sun Jul 30 20:16:44 +0000 2023;1685746266435735552;"This is somewhat timely, given the current focus on David Grusch and other whistleblowers coming forward with information about UAP. However, I'm guessing Grusch isn't feeling the appreciation right now, after the recent double whammy from Dr. Sean Kirkpatrick and Susan Gough!";1;23;44;256;en;351752318;1685746266435735552;nickpopemod;https://twitter.com/nickpopemod/status/1685746266435735552
Sun Jul 30 19:35:34 +0000 2023;1685735906282516480;"Who wore it better - David Grusch or Ted Bundy? https://t.co/BhJtTE9B6Y";3;22;21;122;en;3165309707;1685735906282516480;SecretSunBlog;https://twitter.com/SecretSunBlog/status/1685735906282516480
Sun Jul 30 19:30:44 +0000 2023;1685734693025517568;"Assessing 'threat to American people' main issue of UFO hearing  Former CIA officer and FBI special agent, Tracy Walder, shares her perspective on the UFO hearing and the three witnesses. Tracy Walder also worked in the same agency (NGA) as David Grusch at one point.  She says… https://t.co/YwrOoa45Kx";7;39;79;351;en;21799800;1685734693025517568;MikeColangelo;https://twitter.com/MikeColangelo/status/1685734693025517568
Sun Jul 30 19:24:19 +0000 2023;1685733075932577792;"So wonderful to be able to personally thank David Grusch for all he has done for humanity, and for us here in the community. He is a tireless hero who is making history. Don’t let up Dave - We’re with you! 🔥✨💪 #ufotwitter #UFO #UFOs #UAP #UAPtransparency #UAPtwitter https://t.co/lofuWysEbr";3;28;48;561;en;1108110504998907904;1685733075932577792;TheZignal;https://twitter.com/TheZignal/status/1685733075932577792
Sun Jul 30 19:02:24 +0000 2023;1685727562096320513;"Non-Human Biological Remains - The Biggest Story In History 👽  New interview with Rep. Nancy Mace. She was the Congress member that asked David Grusch about the non-human bodies during the UFO Hearing.  Nancy Mace asks the questions that we all want to know. Do these programs… https://t.co/6oezgKJpbP";9;37;128;686;en;21799800;1685727562096320513;MikeColangelo;https://twitter.com/MikeColangelo/status/1685727562096320513
Sun Jul 30 18:37:42 +0000 2023;1685721346989297664;"Oh the absolute irony 😂😂  David Grusch is attacked by @ODNIgov sponsored @DoD_AARO director Kirkpatrick the day before the whistleblower appreciation day.    During an active investigation.   #Grusch #AARO #UFOTwitter";2;20;65;281;en;1322518229735137285;1685721346989297664;AdamGoldsack;https://twitter.com/AdamGoldsack/status/1685721346989297664
Sun Jul 30 18:34:21 +0000 2023;1685720504013881344;"@ODNIgov Hold the phone.   You have the head of @DoD_AARO Dr. Sean Kirkpatrick openly attacking whistleblower David Grusch after he came forward to Congress.  And you have Pentagon spokesperson Susan Gough ‘warning’ whistleblowers about not divulging information.  Are you going to act?";6;20;64;538;en;1322518229735137285;1685712971840753664;AdamGoldsack;https://twitter.com/AdamGoldsack/status/1685720504013881344
Sun Jul 30 18:29:25 +0000 2023;1685719260159528960;"Thank you to David Grusch and each and every whistleblower that has come forward to blast light on darkness.";2;2;29;184;en;933802460153565184;1685719260159528960;Lynda_Research;https://twitter.com/Lynda_Research/status/1685719260159528960
Sun Jul 30 18:24:16 +0000 2023;1685717966384693248;"BIG BREAKING ☀️☀️☀️👇👇👇👇   The ODNI appears to be giving prominence to David Grusch's testimony, arguably making him the most recognized whistleblower in history.";1;3;36;207;en;36464659;1685717966384693248;Docneuroeo;https://twitter.com/Docneuroeo/status/1685717966384693248
Sun Jul 30 18:22:46 +0000 2023;1685717585692610560;"The retaliation David Grusch and his colleagues have endured in their pursuit of UAP transparency is deeply concerning and un-American. I sincerely hope that the current DNI, Avril Haines, is genuinely concerned for these whistleblowers and their well-being.  #ufotwitter";2;6;17;121;en;1185041991614291969;1685717585692610560;Brodawg42;https://twitter.com/Brodawg42/status/1685717585692610560
Sun Jul 30 15:10:53 +0000 2023;1685669297308282881;"Former Director of National Intelligence, @JohnRatcliffe was asked about David Grusch’s claims. He doesn’t deny them.   “I’ve gone to the edge of talking about information that’s classified. I can’t go over that line. I just think they (Gov)could have put more information out…” https://t.co/o8J3ZBKR8h";73;100;437;1674;en;4639346117;1685669297308282881;HighPeaks77;https://twitter.com/HighPeaks77/status/1685669297308282881
Sun Jul 30 14:55:05 +0000 2023;1685665322181816321;"Rep Nancy Mace comments on Fox News Sunday about the UAP hearing in Congress. She asked David Grusch about non human biologics. @RepNancyMace https://t.co/NQg2xxEvHq";3;17;94;385;en;4639346117;1685665322181816321;HighPeaks77;https://twitter.com/HighPeaks77/status/1685665322181816321
Sun Jul 30 14:32:12 +0000 2023;1685659563318464512;"Official pushback against David Grusch goes into high gear with AP story on Sean Kirkpatrick's letter &amp  Pentagon spokesperson Sue Gough denying a multi-decades long UFO reverse engineering exists &amp  whistleblowers harmed/killed for coming forward: https://t.co/ZoZ67wwh37";3;6;36;152;en;20247015;1685659563318464512;MichaelSalla;https://twitter.com/MichaelSalla/status/1685659563318464512
Sun Jul 30 12:25:33 +0000 2023;1685627689573421056;"David Grusch's closing statement we never got to hear in the Hearing.  Closing Statement It is with a heavy heart and a determined spirit that I stand, under oath, before you today, having made the decision based on the data I collected, and reported, to provide this information…";18;55;216;1096;en;1638151328210776065;1685627689573421056;UAPJedi;https://twitter.com/UAPJedi/status/1685627689573421056
Sun Jul 30 10:15:27 +0000 2023;1685594948627005440;"if ET is malevolent, it’s all over for us. There’s no point in thinking about war, and it is pathetic to hear some of my own friends say that since we can shoot them down, there’s a chance. Forget it. Now considered the alternative: David Grusch has already stated that we have…";11;118;67;541;en;8904322;1685594948627005440;sonofman;https://twitter.com/sonofman/status/1685594948627005440
Sun Jul 30 05:14:51 +0000 2023;1685519302097555456;"Dr. Garry Nolan provides some clarity on the “biologics” term that David Grusch used at the UFO hearings.   ✔️ NHI ✔️ UAP ✔️ Biologics  Key: Catchall terms   #ufotwitter #uaptwitter #ufoX #uapX https://t.co/Du43PEzBLM";3;14;30;178;en;1449570612;1685519302097555456;planethunter56;https://twitter.com/planethunter56/status/1685519302097555456
Sun Jul 30 03:43:10 +0000 2023;1685496229709357056;"I made a SCIF in my condo, if David Grusch and Congress ever want to use it.   #ufotwitter #ufoX #uap #ufos #ufo";1;15;8;174;en;21799800;1685496229709357056;MikeColangelo;https://twitter.com/MikeColangelo/status/1685496229709357056
Sun Jul 30 01:54:57 +0000 2023;1685468994474496000;"🚨🚨🚨 sources extremely close to the whistleblower David Grusch told me…  you can take it to the bank 🏦   (#UFOTwitter #UFO #UFOs #UFOSightings #UAPTwitter #UAPs #UAP) https://t.co/uLi8mqYsqA";2;8;25;143;en;1374741331931717639;1685468994474496000;528vibes;https://twitter.com/528vibes/status/1685468994474496000
Sun Jul 30 00:34:26 +0000 2023;1685448730286100480;"OPSTERS: Meet the Chief Legal Spook of the Intel Community and recently Inspector General of The IC Charles McCullough  III. Oddly enough he's the Legal Counsel for UFO "Whistleblower" David Grusch and was with him coaching him during the sham Disclosure hearing. He also played a… https://t.co/pKuXKBnW8h";9;16;101;285;en;255232449;1685448730286100480;darkjournalist;https://twitter.com/darkjournalist/status/1685448730286100480
Sun Jul 30 00:19:47 +0000 2023;1685445047167377408;"You’re smarter than that, right? They didn’t mention Lazar because they both know (and so do you) how much of lightning rod Lazar is and how just the mention of his name causes arguments within this community. Very smart move by both of them. If you have a David Grusch, you stick…";1;16;8;185;en;1350189436819017728;1685445047167377408;TheUfoJoe;https://twitter.com/TheUfoJoe/status/1685445047167377408
Sat Jul 29 22:48:36 +0000 2023;1685422098355789824;"“Non-human Biologics" 👽🩸  What does everyone think that means exactly? Bodies, pieces of bodies, blood?  I really want to know exactly what David Grusch means when he says biologics.   #ufotwitter #ufox #uap #ufos #ufo";10;296;33;385;en;21799800;1685422098355789824;MikeColangelo;https://twitter.com/MikeColangelo/status/1685422098355789824
Sat Jul 29 20:12:54 +0000 2023;1685382916992376832;"CNN:   Michael Smerconish covers AARO Director Sean Kirkpatrick’s memo criticizing David Grusch and Congress.  Avi Loeb reacts to Grusch’s sworn testimony that the United States is in possession of UFO craft of non-human origin.  #ufotwitter #ufo #uap https://t.co/y1A9xaHXNN";7;34;105;439;en;1408270506894188545;1685382916992376832;UAPJames;https://twitter.com/UAPJames/status/1685382916992376832
Sat Jul 29 17:41:07 +0000 2023;1685344715472822273;"US Reverse engineering alien technology | US Congress probes the truth about UFOs  The UFO Hearing and David Grusch news is reaching countries all around the world.  From WION News🛸🌏🇮🇳  #ufotwitter #uaptwitter #ufox #ufo #ufos #uap https://t.co/d0QshNadj6";2;14;41;195;en;21799800;1685344715472822273;MikeColangelo;https://twitter.com/MikeColangelo/status/1685344715472822273
Sat Jul 29 16:55:34 +0000 2023;1685333252452827136;"Dr. Kirkpatrick is "insulted" because he was caught out by David Grusch? Give me a break. After lying about UFOs for 80 years, the Pentagon is supposed to police itself? AARO exists as a resource for media to use as false authority.";8;35;115;734;en;19170041;1685333252452827136;WhitleyStrieber;https://twitter.com/WhitleyStrieber/status/1685333252452827136
Sat Jul 29 16:11:27 +0000 2023;1685322150809608192;"Mr. Peterson, in light of the recent Congressional hearing on UAP and the extraordinary revelations of the whistleblowers (especially David Grusch), I wonder if you would be interested in conversing with me about the theological implications and impact on Christianity? I am quite…";6;47;41;321;en;1449579696807575552;1685322150809608192;TimothyAlberino;https://twitter.com/TimothyAlberino/status/1685322150809608192
Sat Jul 29 09:48:50 +0000 2023;1685225863053488128;"This is unacceptable behavior from @DeptofDefense Director of @DoD_AARO Sean Kirkpatrick.  It's an insult to lawmakers and whistleblowers like David Grusch.  This behavior is unacceptable.  #ufotwitter #ufotwiter #ufos #uaps #uaptwitter";0;12;63;270;en;1280454331410440192;1685225863053488128;StandForBetter;https://twitter.com/StandForBetter/status/1685225863053488128
Sat Jul 29 04:05:12 +0000 2023;1685139383857393664;"@JeremyCorbell @g_knapp @WeaponizedPod It's ex-USAF Major David Grusch, not just "David Grusch".";0;8;8;185;en;272350372;1685103591999086592;richgel999;https://twitter.com/richgel999/status/1685139383857393664
Sat Jul 29 03:01:59 +0000 2023;1685123476590395392;"Just a reminder that David Grusch was “assessed by the reconnaissance office’s Operations Center Deputy Director as an ‘adept staff officer and strategist’ and ‘total force integrator with innovative solutions and actionable results.’”  https://t.co/IHOPHfqJjY https://t.co/mxwjIn4cZX";3;6;60;251;en;4874646887;1685123476590395392;tinyklaus;https://twitter.com/tinyklaus/status/1685123476590395392
